Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2021-102071,5/9/2021,5/15/2021,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Golf Apparel,,Comfortable nan,67.8,4,0,4.068
US-2021-102085,10/4/2021,10/9/2021,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,29.24,4,0,13.7428
US-2021-102274,11/21/2021,11/26/2021,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10002833,Golf Equipment,Golf Tees,High-Quality Golf Tees,5.46,3,0,1.4742
US-2021-102274,11/21/2021,11/26/2021,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10004359,Golf Equipment,Golf Balls,High-Quality Golf Balls,629.1,6,0,301.968
US-2021-102274,11/21/2021,11/26/2021,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10001511,Golf Equipment,Golf Carts,High-Quality Golf Carts,193.95,3,0,9.6975
US-2021-102274,11/21/2021,11/26/2021,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10002923,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,36.99,1,0,9.9873
US-2021-102295,11/24/2021,11/26/2021,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Golf Accessories,Golf Shoes,Premium Golf Shoes,120.712,1,0.2,-18.1068
US-2021-102330,12/29/2021,1/3/2022,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,OFF-LA-10003923,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,88.8,6,0,44.4
US-2021-102330,12/29/2021,1/3/2022,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,319.968,4,0.2,35.9964
US-2021-102631,12/13/2021,12/17/2021,EB-13840,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10003930,Golf Accessories,,Premium nan,94.428,3,0.6,-42.4926
US-2021-102645,1/23/2021,1/28/2021,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Golf Equipment,Golf Balls,High-Quality Golf Balls,40.08,6,0,19.2384
US-2021-102652,4/6/2021,4/12/2021,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Golf Accessories,,Premium nan,91.96,2,0,15.6332
US-2021-102652,4/6/2021,4/12/2021,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Golf Accessories,,Premium nan,33.11,7,0,12.9129
US-2021-102652,4/6/2021,4/12/2021,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Golf Equipment,Golf Balls,High-Quality Golf Balls,55.48,1,0,26.6304
US-2021-102652,4/6/2021,4/12/2021,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Golf Equipment,Golf Balls,High-Quality Golf Balls,19.44,3,0,9.3312
US-2021-102673,11/1/2021,11/5/2021,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000634,Golf Equipment,Golf Tees,High-Quality Golf Tees,10.272,3,0.2,0.8988
US-2021-102673,11/1/2021,11/5/2021,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003021,Golf Equipment,,High-Quality nan,7.52,5,0.2,1.41
US-2021-102673,11/1/2021,11/5/2021,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001771,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,47.808,12,0.2,15.5376
US-2021-102673,11/1/2021,11/5/2021,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004434,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,978.84,9,0.2,110.1195
US-2021-102715,4/11/2021,4/13/2021,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,OFF-FA-10001332,Golf Equipment,,High-Quality nan,6.912,3,0.2,2.3328
US-2021-102715,4/11/2021,4/13/2021,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10000029,Golf Equipment,Golf Balls,High-Quality Golf Balls,10.368,2,0.2,3.6288
US-2021-102715,4/11/2021,4/13/2021,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10001874,Golf Apparel,,Comfortable nan,335.944,7,0.2,41.993
US-2021-102715,4/11/2021,4/13/2021,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002001,Golf Apparel,,Comfortable nan,383.976,3,0.2,81.5949
US-2021-102869,9/9/2021,9/14/2021,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Golf Accessories,,Premium nan,17.472,3,0.2,5.0232
US-2021-102869,9/9/2021,9/14/2021,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Golf Equipment,Golf Balls,High-Quality Golf Balls,15.552,3,0.2,5.4432
US-2021-102869,9/9/2021,9/14/2021,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Golf Apparel,,Comfortable nan,64.704,6,0.2,-4.8528
US-2021-102869,9/9/2021,9/14/2021,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,135.516,1,0.4,-31.6204
US-2021-102988,4/5/2021,4/9/2021,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Golf Equipment,Golf Tees,High-Quality Golf Tees,22.96,7,0,6.6584
US-2021-102988,4/5/2021,4/9/2021,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Golf Equipment,Golf Tees,High-Quality Golf Tees,22.96,7,0,7.5768
US-2021-102988,4/5/2021,4/9/2021,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Golf Equipment,Golf Balls,High-Quality Golf Balls,12.96,2,0,6.3504
US-2021-102988,4/5/2021,4/9/2021,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Golf Equipment,,High-Quality nan,4164.05,5,0,83.281
US-2021-102988,4/5/2021,4/9/2021,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,28.99,1,0,8.4071
US-2021-103058,7/23/2021,7/24/2021,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001314,Golf Apparel,,Comfortable nan,99.98,2,0,7.9984
US-2021-103086,10/17/2021,10/19/2021,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10004586,Golf Accessories,,Premium nan,5.312,2,0.6,-1.5936
US-2021-103100,12/20/2021,12/23/2021,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Golf Equipment,Golf Bags,High-Quality Golf Bags,1103.97,3,0,496.7865
US-2021-103100,12/20/2021,12/23/2021,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,3.69,1,0,1.7343
US-2021-103191,9/22/2021,9/27/2021,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10002574,Golf Equipment,Golf Carts,High-Quality Golf Carts,331.536,3,0.2,-82.884
US-2021-103219,11/9/2021,11/13/2021,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,FUR-FU-10004091,Golf Accessories,,Premium nan,56.52,9,0,21.4776
US-2021-103310,5/10/2021,5/15/2021,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Golf Accessories,Golf Shoes,Premium Golf Shoes,256.784,1,0.2,32.098
US-2021-103310,5/10/2021,5/15/2021,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-PA-10004353,Golf Equipment,Golf Balls,High-Quality Golf Balls,39.96,2,0,19.1808
US-2021-103310,5/10/2021,5/15/2021,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-SU-10004737,Golf Equipment,,High-Quality nan,41.04,6,0,11.0808
US-2021-103310,5/10/2021,5/15/2021,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,TEC-PH-10001817,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,1432,5,0.2,125.3
US-2021-103317,7/5/2021,7/8/2021,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Golf Accessories,,Premium nan,19.52,2,0.2,5.368
US-2021-103317,7/5/2021,7/8/2021,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Golf Accessories,,Premium nan,213.216,3,0.2,15.9912
US-2021-103317,7/5/2021,7/8/2021,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Golf Equipment,Golf Bags,High-Quality Golf Bags,9.81,5,0.7,-6.867
US-2021-103331,8/26/2021,9/1/2021,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10001731,Golf Accessories,,Premium nan,10.68,4,0,4.0584
US-2021-103331,8/26/2021,9/1/2021,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002160,Golf Equipment,Golf Balls,High-Quality Golf Balls,17.34,3,0,8.4966
US-2021-103331,8/26/2021,9/1/2021,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002659,Golf Equipment,Golf Balls,High-Quality Golf Balls,3.38,1,0,1.5548
US-2021-103338,3/11/2021,3/15/2021,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001770,Golf Equipment,Golf Tees,High-Quality Golf Tees,7.98,3,0,2.0748
US-2021-103366,1/15/2021,1/17/2021,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Golf Apparel,,Comfortable nan,149.95,5,0,65.978
US-2021-103373,5/18/2021,5/24/2021,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,779.796,2,0.4,-168.9558
US-2021-103401,11/21/2021,11/26/2021,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003309,Golf Equipment,Golf Balls,High-Quality Golf Balls,12.96,2,0,6.2208
US-2021-103429,5/30/2021,6/1/2021,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Golf Equipment,,High-Quality nan,235.95,3,0,77.8635
US-2021-103429,5/30/2021,6/1/2021,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Golf Equipment,Golf Bags,High-Quality Golf Bags,25.584,2,0.2,8.9544
US-2021-103429,5/30/2021,6/1/2021,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Golf Equipment,Golf Balls,High-Quality Golf Balls,39.96,4,0,17.982
US-2021-103429,5/30/2021,6/1/2021,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,TEC-PH-10003505,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,464,5,0,134.56
US-2021-103492,10/10/2021,10/15/2021,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004140,Golf Equipment,Golf Bags,High-Quality Golf Bags,0.898,1,0.8,-1.5715
US-2021-103492,10/10/2021,10/15/2021,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004817,Golf Equipment,Golf Bags,High-Quality Golf Bags,11.98,5,0.8,-19.168
US-2021-103492,10/10/2021,10/15/2021,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10001128,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,719.952,6,0.2,71.9952
US-2021-103492,10/10/2021,10/15/2021,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10004667,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,755.944,7,0.2,66.1451
US-2021-103527,9/9/2021,9/14/2021,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001622,Golf Equipment,Golf Balls,High-Quality Golf Balls,10.896,3,0.2,3.405
US-2021-103590,11/30/2021,12/4/2021,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Golf Equipment,,High-Quality nan,62.28,4,0,29.2716
US-2021-103660,8/25/2021,8/30/2021,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10000895,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,1007.944,7,0.2,75.5958
US-2021-103702,9/12/2021,9/17/2021,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Golf Equipment,Golf Bags,High-Quality Golf Bags,63.924,7,0.7,-46.8776
US-2021-103744,2/23/2021,2/27/2021,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Golf Equipment,Golf Bags,High-Quality Golf Bags,4.428,3,0.8,-6.8634
US-2021-103744,2/23/2021,2/27/2021,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,6.936,3,0.2,2.3409
US-2021-103800,1/3/2021,1/7/2021,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000174,Golf Equipment,Golf Balls,High-Quality Golf Balls,16.448,2,0.2,5.5512
US-2021-103807,12/2/2021,12/9/2021,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-PA-10002195,Golf Equipment,Golf Balls,High-Quality Golf Balls,15.24,3,0,7.1628
US-2021-103807,12/2/2021,12/9/2021,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-AC-10000199,Golf Apparel,,Comfortable nan,5.95,1,0,0.833
US-2021-103849,5/11/2021,5/16/2021,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000723,Golf Accessories,,Premium nan,66.112,4,0.6,-84.2928
US-2021-103849,5/11/2021,5/16/2021,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10001465,Golf Apparel,,Comfortable nan,58.112,2,0.2,7.264
US-2021-103849,5/11/2021,5/16/2021,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002597,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,100.792,1,0.2,6.2995
US-2021-103905,7/14/2021,7/20/2021,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10001098,Golf Equipment,Golf Bags,High-Quality Golf Bags,29.932,7,0.8,-46.3946
US-2021-103905,7/14/2021,7/20/2021,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,TEC-PH-10001552,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,38.272,4,0.2,3.8272
US-2021-103940,9/17/2021,9/21/2021,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Golf Accessories,,Premium nan,35.34,2,0,13.4292
US-2021-103940,9/17/2021,9/21/2021,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Golf Equipment,Golf Bags,High-Quality Golf Bags,137.24,5,0.2,46.3185
US-2021-103940,9/17/2021,9/21/2021,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Golf Equipment,Golf Carts,High-Quality Golf Carts,57.93,3,0,16.2204
US-2021-103940,9/17/2021,9/21/2021,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Golf Equipment,Golf Carts,High-Quality Golf Carts,30.28,2,0,1.2112
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10002508,Golf Accessories,,Premium nan,20.016,3,0.2,5.5044
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003981,Golf Accessories,,Premium nan,4.992,3,0.2,1.3728
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001196,Golf Equipment,Golf Bags,High-Quality Golf Bags,33.57,5,0.7,-25.737
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-LA-10000443,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,11.808,4,0.2,3.9852
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10000918,Golf Equipment,Golf Carts,High-Quality Golf Carts,26.16,3,0.2,1.962
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,TEC-AC-10002647,Golf Apparel,,Comfortable nan,170.24,2,0.2,53.2
US-2021-103989,3/19/2021,3/21/2021,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10004667,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,323.976,3,0.2,28.3479
US-2021-104178,8/25/2021,8/29/2021,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771,Golf Accessories,,Premium nan,6.28,1,0,2.6376
US-2021-104178,8/25/2021,8/29/2021,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10004983,Golf Equipment,Golf Balls,High-Quality Golf Balls,25.92,4,0,12.4416
US-2021-104178,8/25/2021,8/29/2021,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004258,Golf Equipment,Golf Carts,High-Quality Golf Carts,48.84,4,0,13.1868
US-2021-104178,8/25/2021,8/29/2021,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002399,Golf Apparel,,Comfortable nan,95.1,5,0,30.432
US-2021-104269,3/1/2021,3/6/2021,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Golf Accessories,Golf Shoes,Premium Golf Shoes,457.568,2,0.2,51.4764
US-2021-104283,6/27/2021,7/1/2021,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Golf Accessories,Golf Clubs,Premium Golf Clubs,85.98,1,0,22.3548
US-2021-104283,6/27/2021,7/1/2021,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Golf Equipment,Golf Carts,High-Quality Golf Carts,306.2,5,0,0
US-2021-104283,6/27/2021,7/1/2021,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Golf Apparel,,Comfortable nan,223.96,4,0,53.7504
US-2021-104402,6/17/2021,6/23/2021,DB-13660,Duane Benoit,Consumer,United States,Newark,Delaware,19711,East,TEC-MA-10000423,Golf Apparel,,Comfortable nan,65.97,3,0,31.0059
US-2021-104472,6/2/2021,6/7/2021,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Golf Accessories,,Premium nan,73.32,6,0,21.996
US-2021-104472,6/2/2021,6/7/2021,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Golf Equipment,Golf Bags,High-Quality Golf Bags,59.808,3,0.2,19.4376
US-2021-104563,3/7/2021,3/12/2021,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002780,Golf Accessories,Golf Shoes,Premium Golf Shoes,436.704,6,0.2,21.8352
US-2021-104563,3/7/2021,3/12/2021,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004495,Golf Accessories,Golf Shoes,Premium Golf Shoes,481.568,2,0.2,54.1764
US-2021-104563,3/7/2021,3/12/2021,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000390,Golf Equipment,Golf Tees,High-Quality Golf Tees,20.65,5,0,9.499
US-2021-104563,3/7/2021,3/12/2021,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Golf Equipment,Golf Carts,High-Quality Golf Carts,204.9,5,0,0
US-2021-104738,12/30/2021,1/1/2022,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Golf Equipment,Golf Bags,High-Quality Golf Bags,2.286,3,0.8,-3.6576
US-2021-104738,12/30/2021,1/1/2022,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Golf Equipment,,High-Quality nan,12.984,3,0.2,4.7067
US-2021-104738,12/30/2021,1/1/2022,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-AC-10003628,Golf Apparel,,Comfortable nan,47.984,2,0.2,14.3952
US-2021-104738,12/30/2021,1/1/2022,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10000576,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,328.776,3,0.2,28.7679
US-2021-104738,12/30/2021,1/1/2022,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10002468,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,217.584,2,0.2,19.0386
US-2021-104759,3/31/2021,4/4/2021,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002071,Golf Equipment,Golf Bags,High-Quality Golf Bags,8.134,7,0.8,-13.8278
US-2021-104759,3/31/2021,4/4/2021,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10004901,Golf Apparel,,Comfortable nan,79.984,2,0.2,13.9972
US-2021-104773,12/8/2021,12/13/2021,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,Golf Equipment,Golf Carts,High-Quality Golf Carts,60.416,2,0.2,6.0416
US-2021-104780,5/21/2021,5/25/2021,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,OFF-AR-10003514,Golf Equipment,Golf Tees,High-Quality Golf Tees,31.84,8,0,10.5072
US-2021-104808,2/4/2021,2/8/2021,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,Golf Equipment,Golf Bags,High-Quality Golf Bags,17.248,2,0.2,6.0368
US-2021-104829,11/18/2021,11/21/2021,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10003016,Golf Equipment,Golf Balls,High-Quality Golf Balls,21.98,7,0,9.891
US-2021-104976,12/9/2021,12/16/2021,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Golf Equipment,Golf Balls,High-Quality Golf Balls,34.68,6,0,16.9932
US-2021-105137,10/10/2021,10/10/2021,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002429,Golf Equipment,Golf Bags,High-Quality Golf Bags,18.264,2,0.7,-13.3936
US-2021-105137,10/10/2021,10/10/2021,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10002694,Golf Apparel,,Comfortable nan,101.994,2,0.7,-71.3958
US-2021-105151,3/30/2021,3/31/2021,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001231,Golf Equipment,Golf Tees,High-Quality Golf Tees,10.5,5,0,2.94
US-2021-105165,9/7/2021,9/10/2021,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,FUR-TA-10004154,Golf Accessories,Golf Clubs,Premium Golf Clubs,200.795,1,0.3,-22.948
US-2021-105165,9/7/2021,9/10/2021,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-10003179,Golf Equipment,Golf Tees,High-Quality Golf Tees,21.864,3,0.2,3.5529
US-2021-105165,9/7/2021,9/10/2021,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000050,Golf Equipment,Golf Bags,High-Quality Golf Bags,2.92,2,0.8,-4.818
US-2021-105165,9/7/2021,9/10/2021,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10002718,Golf Apparel,,Comfortable nan,46.688,4,0.2,-2.918
US-2021-105165,9/7/2021,9/10/2021,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-PH-10000675,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,196.776,3,0.2,14.7582
US-2021-105172,4/4/2021,4/9/2021,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,18.9,6,0,9.072
US-2021-105249,11/28/2021,11/28/2021,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10000330,Golf Accessories,,Premium nan,411.332,4,0.15,-4.8392
US-2021-105249,11/28/2021,11/28/2021,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10002043,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,41.4,4,0,19.872
US-2021-105249,11/28/2021,11/28/2021,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10001225,Golf Equipment,,High-Quality nan,7.36,2,0,0.1472
US-2021-105270,11/11/2021,11/18/2021,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Golf Accessories,Golf Shoes,Premium Golf Shoes,112.648,1,0.2,11.2648
US-2021-105270,11/11/2021,11/18/2021,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003156,Golf Equipment,Golf Tees,High-Quality Golf Tees,30.48,3,0,7.9248
US-2021-105340,11/22/2021,11/25/2021,EH-14185,Evan Henry,Consumer,United States,Pasadena,Texas,77506,Central,OFF-BI-10001765,Golf Equipment,Golf Bags,High-Quality Golf Bags,6.928,1,0.8,-11.0848
